,Data Year,ID,Property Name,Address,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,Electricity Use (kBtu),Natural Gas Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude
11795,2018,188280,Blackwood,5200-5208 S. Blackstone Avenue,2.0,False,HYDE PARK,Multifamily Housing,148157.0,1930.0,5386903.1,5585799.9,74.1,141.4,73.3,139.1,1192.9,8.1,41.8007869,-87.59048115
11812,2018,111708,(IL324) - 2970 Lake Shore Drive,2970 N. Lake Shore Drive,2.5,False,LAKE VIEW,Multifamily Housing,147700.0,1954.0,2513862.7,11096805.5,92.2,126.5,93.3,127.8,1007.6,6.8,41.9398511,-87.65844752
11814,2018,254095,5556 N Sheridan,5556 N Sheridan,4.0,False,Edgewater,Multifamily Housing,110000.0,2000.0,1433166.2,4085018.8,50.2,75.5,50.6,75.5,455.4,4.1,41.9726457,-87.66491
11818,2018,173592,Fulton Court Townhome Association,640 W Fulton,4.0,False,NEAR WEST SIDE,Multifamily Housing,139000.0,2000.0,2460092.9,4704004.9,51.5,85.1,49.5,81.7,659.1,4.7,41.886964,-87.64549314
11820,2018,164517,Saint Vincent Center,721 N Lasalle Street,2.0,False,NEAR NORTH SIDE,Office,94254.0,1926.0,4168976.1,8859612.3,138.2,222.5,137.8,220.1,1164.1,12.4,41.89549864,-87.63263573
11828,2018,112078,Cumberland Crossing Condominium Association,5555 N. Cumberland Ave.,4.0,False,NORWOOD PARK,Multifamily Housing,131929.0,2000.0,1933024.2,6933503.3,67.2,96.2,69.1,98.2,689.9,5.2,41.97098435,-87.80359537
11836,2018,174294,O.P.LLC/Orleans Plaza,351 W. Hubbard St.,2.0,False,NEAR NORTH SIDE,Office,191155.0,1908.0,11708260.9,9367892.7,110.3,223.0,109.9,221.6,2445.4,12.8,41.88989324,-87.63757019
11839,2018,172608,Fullerton Plaza,1737-1829 W. Fullerton Avenue,2.0,False,LINCOLN PARK,Retail Store,122120.0,1997.0,7669319.6,3361893.8,90.3,204.8,87.3,199.1,1454.5,11.9,41.92477486,-87.67193555
11841,2018,159983,7251 @ Water's Edge,7251 S. South Shore Drive,1.0,False,SOUTH SHORE,Multifamily Housing,175950.0,1965.0,4159617.0,22221012.2,149.9,198.8,150.3,199.2,1872.3,10.6,41.76487407,-87.56085486
11842,2018,115341,4880 Marine Drive Condominium,4880 N Marine Dr,2.5,False,UPTOWN,Multifamily Housing,70625.0,1958.0,1372678.3,7047798.8,119.2,159.2,121.0,161.1,602.7,8.5,41.97223008,-87.6645957
11844,2018,118737,CHICAGO PETERSON AVE (2079),2112 W PETERSON AVE,3.0,False,WEST RIDGE,Retail Store,160177.0,2006.0,8174408.2,6233699.7,90.0,183.8,89.5,181.0,1691.0,10.6,41.99066763,-87.68218165
11847,2018,254039,Sheridan Shore Courts Condominium Association,7021-7035 N. Sheridan Rd.,3.0,False,Rogers Park,Multifamily Housing,80078.0,1920.0,720419.9,6172518.5,86.1,106.1,88.6,107.9,447.7,5.6,42.0103536,-87.66851
11848,2018,172131,1765 N Elston Ave,1765 N. Elston,4.0,False,WEST TOWN,Office,128600.0,2013.0,5093392.7,4120313.1,71.6,144.5,69.0,139.6,1066.2,8.3,41.91458945,-87.66498439
11851,2018,252047,Saieh Hall for Economics,5757 South University Avenue,4.0,False,HYDE PARK,College/University,153115.0,2013.0,4808613.5,,110.1,172.9,109.1,171.9,1530.8,10.0,41.790347,-87.597997
11855,2018,254099,Powell-CPS,7511 S South Shore Dr.,3.0,False,South Shore,K-12 School,113516.0,1975.0,3448795.0,2488833.7,52.3,108.1,52.3,108.1,706.0,6.2,41.7626302,-87.57255
11856,2018,236031,City Centre Condominium Association,208 W. Washington Street,4.0,False,LOOP,Multifamily Housing,390000.0,1927.0,6188624.2,15676234.0,67.7,97.2,68.2,97.8,,,41.883288,-87.634142
11865,2018,102926,Wooded Isle Apartments,5736 S Stony Island Ave,0.0,False,HYDE PARK,Multifamily Housing,59558.0,1924.0,430096.2,338477.4,12.9,26.2,12.7,25.7,89.5,1.5,41.78046327,-87.6053081
11868,2018,242661,South Commons - 2921 S Michigan,2921 S Michigan,3.0,False,DOUGLAS,Multifamily Housing,67133.0,1964.0,1373736.0,5849299.9,107.6,148.8,108.6,148.9,539.2,8.0,41.84171055,-87.62282877
11887,2018,166543,North & Kostner,4501 W. North Avenue,4.0,False,HUMBOLDT PARK,Retail Store,235761.0,2009.0,8279371.5,3012659.8,47.9,111.7,47.6,111.4,1537.4,6.5,41.9096931,-87.73945998
11889,2018,172719,Conservancy at North Park Condo Assoc III,3940 W. Bryn Mawr Ave.,4.0,False,NORTH PARK,Multifamily Housing,54096.0,1995.0,838079.3,3042603.1,71.7,102.4,72.1,101.9,301.0,5.6,41.99046172,-87.70620782
11893,2018,252289,Palmer Square,2128 N Kedzie,2.5,False,LOGAN SQUARE,Multifamily Housing,213000.0,1900.0,2546103.3,13418475.1,75.0,99.6,73.7,97.5,1136.3,5.3,41.92017465,-87.70707286
11897,2018,252105,611 S. Wells Street Condo (The Vetro),611 S. Wells,1.0,False,LOOP,Multifamily Housing,290149.0,2007.0,13844695.0,8656823.3,77.6,164.9,75.3,159.9,2763.1,9.5,41.8740597,-87.63330942
11898,2018,250111,Wicker Park Apartments,1414 N DAMEN AVE,3.0,False,WEST TOWN,Multifamily Housing,190000.0,1958.0,2841530.7,15019155.1,94.0,124.9,91.2,121.9,1270.5,6.7,41.90764706,-87.6777906
11899,2018,102239,"Lake Park Crescent Associates 1, LP",1061 E 41st Place,1.0,False,OAKLAND,Multifamily Housing,107040.0,2004.0,2260273.9,8882849.4,104.1,146.3,103.0,142.6,847.8,7.9,41.82021138,-87.61246867
11900,2018,102368,"Bradley Business Center II,LLC",2500 W Bradley Place,3.0,False,NORTH CENTER,Mixed Use Property,350000.0,1956.0,5623644.8,11998557.1,50.3,81.0,50.7,81.4,1572.9,4.5,41.95030519,-87.69252546
11902,2018,242563,(IL279) - 212 W Washington Condo,212 W Washington Street,4.0,False,LOOP,Multifamily Housing,344723.0,1999.0,9084576.2,13216521.4,64.7,114.0,65.3,114.5,2213.3,6.4,41.88326842,-87.63512143
11905,2018,102946,Haven Towers,7947 S. South Chicago Ave.,1.0,False,SOUTH CHICAGO,Multifamily Housing,61000.0,2001.0,2337854.3,3345975.4,93.2,164.9,95.0,166.8,566.7,9.3,41.7272413,-87.55513633
11914,2018,251254,720 Gordon Terrace Condominium Association,720 W Gordon Terrace,3.0,False,UPTOWN,Multifamily Housing,288000.0,1966.0,6319900.9,16908788.2,80.7,123.1,80.8,123.3,1949.5,6.8,41.95817169,-87.64856912
11915,2018,252121,"RMD -15094 Chicago (Lurie), IL",211 East Grand,2.5,False,NEAR NORTH SIDE,Hotel,106200.0,2012.0,6265708.1,3742109.9,94.2,202.2,92.9,200.8,1241.2,11.7,41.89145765,-87.62213489
11916,2018,254999,2950 North Sheridan,2950 North Sheridan,4.0,False,Lake View,Multifamily Housing,135460.0,2017.0,5113717.9,512487.0,41.5,109.7,40.3,106.5,878.0,6.5,41.93581433,-87.63933945
11919,2018,116418,Lafayette Terrace Apartments benchmarking account,6950 South Vincennes Avenue,4.0,False,GREATER GRAND CROSSING,Multifamily Housing,50388.0,1983.0,1684653.5,978310.7,52.8,114.0,52.7,113.0,332.2,6.6,41.7761313,-87.64068948
11930,2018,175172,Dr King Legacy Apartments,"3816 W. 16th St., Chicago, IL 60623",4.0,False,NORTH LAWNDALE,Multifamily Housing,62631.0,2011.0,1393716.7,276712.2,26.7,66.9,27.8,70.1,246.6,3.9,41.84725035,-87.71737883
11934,2018,254158,5141 N Christiana Ave.,5141 N Christiana Ave.,2.0,False,North Park,College/University,101000.0,2014.0,5388633.0,6351725.6,116.2,215.4,116.7,215.0,1233.8,12.2,41.8842525,-87.63245
11936,2018,252250,Argyle Place Apartments,850 W. Argyle St.,2.0,False,UPTOWN,Multifamily Housing,59000.0,1951.0,940640.6,6434866.9,125.0,159.2,126.9,161.1,498.3,8.4,41.97338532,-87.65197698
11941,2018,251750,Sandoval Ele-CPS,5534 S ST LOUIS AVE,1.0,False,GAGE PARK,K-12 School,108534.0,1998.0,4373150.2,6393713.0,99.2,174.7,97.5,172.7,1067.1,9.8,41.79247952,-87.71232641
11942,2018,101815,"Magnolia Gardens, LLC",4845 4859 N Magnolia Ave,2.0,False,UPTOWN,Multifamily Housing,50986.0,1916.0,485043.1,4301812.5,93.9,115.2,94.5,116.0,309.2,6.1,41.97223008,-87.6645957
11948,2018,113668,Michigan Building Corporation,229 E Lake Shore Drive,4.0,False,NEAR NORTH SIDE,Multifamily Housing,93360.0,1920.0,1326036.3,4444837.1,61.8,89.8,62.5,90.5,456.7,4.9,41.89579275,-87.62247957
11950,2018,240068,The Farallon Condominium,600 N Dearborn St.,1.0,False,NEAR NORTH SIDE,Multifamily Housing,223535.0,2001.0,4836086.9,16781256.1,116.6,157.5,117.8,158.8,,,41.89268011,-87.630164
11952,2018,156406,"The Shops on Wabash, LLC",17-23 N. Wabash,3.0,False,LOOP,Office,70680.0,1900.0,3461675.3,3105394.0,92.9,183.3,92.4,181.4,740.8,10.5,41.88267337,-87.62617421
11954,2018,101363,1101 E Hyde Park,1101 E Hyde Park Boulevard,1.5,False,HYDE PARK,Multifamily Housing,69631.0,1923.0,364763.3,5936799.6,90.5,104.2,91.8,105.1,376.0,5.4,41.80224043,-87.60332678
11955,2018,102914,Brainerd Senior Center (8915 S. Loomis St.),8915 S. Loomis St.,4.0,False,WASHINGTON HEIGHTS,Multifamily Housing,72000.0,2000.0,1202255.7,3147357.3,60.4,92.7,60.5,92.8,367.2,5.1,41.74023286,-87.65352897
11957,2018,100252,Roseland Place,10426 S. Michigan Avenue,4.0,False,ROSELAND,Multifamily Housing,74240.0,2011.0,1680765.2,5390.0,22.7,63.5,22.5,62.9,279.9,3.8,41.69755188,-87.61477587
11963,2018,254067,Hedgerow Condominium Association,5400 S. Hyde Park BLVD.,3.5,False,Hyde Park,Multifamily Housing,112800.0,1979.0,4252150.4,105678.0,38.6,106.5,37.4,103.2,713.0,6.3,41.8022432,-87.60352
11967,2018,105768,Clarendon Shores,4750 N. Clarendon Avenue,1.0,False,UPTOWN,Multifamily Housing,50898.0,1959.0,1103492.0,5478799.7,129.3,173.7,129.6,173.3,474.6,9.3,41.97223008,-87.6645957
11969,2018,250112,William Jones Apartments,1447 S. ASHLAND AVE,3.5,False,NEAR WEST SIDE,Multifamily Housing,64491.0,1962.0,1479927.7,7387872.0,137.5,184.5,138.8,185.9,638.6,9.9,41.86192401,-87.66583933
11970,2018,173639,123 Madison,123 W. Madison,1.5,False,LOOP,Office,90318.0,1912.0,7112873.6,,78.8,220.5,76.4,213.8,1183.3,13.1,41.881948,-87.63132
11976,2018,160243,Arkadia Tower,765 West Adams Street,4.0,False,NEAR WEST SIDE,Multifamily Housing,352027.0,2015.0,7786856.2,11741600.6,55.5,97.0,55.1,95.7,1919.1,5.5,41.87911301,-87.64651787
11982,2018,117309,207-Senior Suites of Ravenswood Manor,2800 West Montrose Avenue,1.5,False,ALBANY PARK,Senior Care Community,63595.0,1995.0,1651496.7,4990700.0,104.4,155.1,105.7,156.1,539.8,8.5,41.94672055,-87.70319673
11983,2018,160379,Aston,200 E Illinios St.,4.0,False,NEAR NORTH SIDE,Multifamily Housing,567862.0,2014.0,16814042.6,6832362.0,41.6,95.5,41.0,93.7,3160.2,5.6,41.891017,-87.619778
11995,2018,171972,Little Village Plaza,3045 - 3101 W. 26th St.,4.0,False,SOUTH LAWNDALE,Enclosed Mall,72949.0,1955.0,1962779.3,,26.9,75.3,26.9,75.3,326.5,4.5,41.84367927,-87.70195553
11998,2018,158287,84SBJ-Westin Chicago River North,320 North Dearborn Ave,3.5,False,NEAR NORTH SIDE,Hotel,437948.0,1987.0,25726718.8,7968100.2,76.9,183.6,76.4,182.2,4703.2,10.7,41.907571,-87.630092
12001,2018,121761,#1903 Brickyard,2555 Normandy Ave,2.5,False,MONTCLARE,Retail Store,165647.0,1995.0,6997950.6,9220952.7,97.9,176.7,98.6,175.9,1654.0,10.0,41.92669728,-87.79203184
12002,2018,116428,Bethel Terrace,900 W 63rd Parkway,1.0,False,ENGLEWOOD,Multifamily Housing,81078.0,1983.0,5894209.5,2317220.1,101.3,233.6,100.3,230.7,1103.7,13.6,41.7761313,-87.64068948
12011,2018,144572,Yusho/Commercial Bldg.,5301-23 S. Kimbark Ave.,4.0,False,HYDE PARK,Multifamily Housing,59904.0,1960.0,186118.9,581331.0,12.8,18.9,13.0,19.1,61.8,1.0,41.80224043,-87.60332678
12014,2018,163944,New Life Community Church Midway,5101 S Keeler,1.5,False,ARCHER HEIGHTS,Worship Facility,84000.0,1950.0,1144743.7,4796508.5,70.7,98.1,68.0,95.3,445.2,5.3,41.80043685,-87.72775438
12017,2018,252048,Levi Hall,5801 S. Ellis Avenue,2.5,False,HYDE PARK,Office,90125.0,1949.0,3392978.4,,116.6,197.0,114.1,194.1,1022.6,11.3,41.78958202,-87.60092774
12018,2018,101718,70 W Madison,70 W. Madison St,4.0,False,LOOP,Office,1601672.0,1981.0,89602395.5,1094035.1,56.6,157.4,55.9,155.3,14964.7,9.3,41.88229695,-87.630198
12020,2018,175242,C5870LAK (22233),5870 W LAKE ST,1.0,False,AUSTIN,Multifamily Housing,50000.0,1965.0,865661.9,4211722.8,101.5,136.9,,,367.7,7.4,41.88039405,-87.75826967
12022,2018,160355,1133 N. Dearborn Apartments,1133 N. Dearborn,3.0,False,NEAR NORTH SIDE,Multifamily Housing,387600.0,1992.0,9059324.0,18413007.3,70.9,115.3,71.1,114.4,2485.2,6.4,41.90283681,-87.62951363
12024,2018,100346,2609 W. Belmont Apartments,2609 W. Belmont Ave.,4.0,False,AVONDALE,Multifamily Housing,87196.0,2013.0,1702792.7,2937130.1,53.2,90.0,53.2,90.0,439.3,5.0,41.94672055,-87.70319673
12027,2018,171887,1820 N Spaulding,1820 N Spaulding,3.0,False,LOGAN SQUARE,Multifamily Housing,65000.0,2015.0,1047026.8,3686418.2,72.8,104.7,69.3,99.4,370.0,5.7,41.92075046,-87.70152825
12037,2018,101856,111 West Jackson,111 West Jackson Blvd,4.0,False,LOOP,Office,671697.0,1962.0,25227638.8,28118479.8,101.9,169.5,102.0,169.7,6484.6,9.7,41.87784862,-87.63130907
12040,2018,112515,1237 Fullerton LLC dba 1237 West,1237 West Fullerton,3.0,False,LINCOLN PARK,Multifamily Housing,220319.0,2006.0,8681274.4,14969340.0,107.3,181.7,107.9,181.2,2239.3,10.2,41.92521317,-87.65992953
12051,2018,250053,Taft High Sc-CPS,6545 W HURLBUT ST,3.0,False,NORWOOD PARK,K-12 School,388970.0,1939.0,12493034.6,12463327.0,64.2,123.6,62.9,122.2,2740.4,7.0,41.985587,-87.791778
12053,2018,231775,Quadrangle House,6700 S. Shore Drive,1.0,False,SOUTH SHORE,Multifamily Housing,220820.0,1968.0,5143439.9,27210961.0,146.5,194.6,148.8,197.0,2301.0,10.4,41.77303762,-87.56716244
12054,2018,101710,Algonquin #1,1605 E. 50th Street,1.0,False,KENWOOD,Multifamily Housing,59310.0,1950.0,1800239.4,5834000.0,128.7,188.3,126.0,185.4,609.4,10.3,41.80224043,-87.60332678
12067,2018,102380,4600 N. Cumberland Condominium Association,4600 N. Cumberland Ave.,3.5,False,OHARE,Multifamily Housing,59706.0,1974.0,1226753.6,3915941.6,86.1,126.4,87.9,127.9,412.1,6.9,41.97087009,-87.79892589
12068,2018,251643,West Park Ac-CPS,1425 N TRIPP AVE,1.0,False,HUMBOLDT PARK,K-12 School,81350.0,1996.0,2956983.2,4119764.4,87.0,155.0,86.7,154.6,710.8,8.7,41.90686643,-87.73217473
12073,2018,159247,Patrick Sullivan Apartments,1633 W. MADISON ST,3.5,False,NEAR WEST SIDE,Multifamily Housing,367510.0,1965.0,7017242.0,22581813.0,80.5,118.0,81.4,118.9,2366.8,6.4,41.88068367,-87.66808143
12092,2018,159999,Lake Terrace Condominium Association,7337 S. South Shore,4.0,False,SOUTH SHORE,Multifamily Housing,273143.0,1958.0,6396015.8,18207088.4,90.1,135.6,91.2,136.8,2031.1,7.4,41.76342231,-87.55825319
12094,2018,254246,North Washington Park Manor,550 E 50th Place,4.0,False,Grand Boulevard,Multifamily Housing,53200.0,1985.0,1005212.7,2852280.2,72.5,109.2,73.3,110.0,318.7,6.0,41.8842525,-87.63245
12096,2018,250008,Dawson Technical Institute,3901 South State street,4.0,False,GRAND BOULEVARD,College/University,148655.0,1973.0,7860053.8,2629200.1,70.6,166.6,70.1,166.2,1447.3,9.7,41.82362339,-87.62638073
12110,2018,160412,Baumhart Hall-ID#160412,26 E Pearson,4.0,False,NEAR NORTH SIDE,Residence Hall/Dormitory,246327.0,2006.0,7157581.0,2592267.8,39.6,92.4,39.5,92.2,1328.5,5.4,41.89756642,-87.62726075
12111,2018,158743,Buena Pointe Condominium Association,4350 N Broadway,3.0,False,UPTOWN,Multifamily Housing,149524.0,2004.0,3055268.6,9302742.0,82.6,122.5,79.8,119.6,1002.4,6.7,41.96138688,-87.65532001
12115,2018,237422,Kingsbury on the Park,653 N. Kingsbury Street,1.5,False,NEAR NORTH SIDE,Multifamily Housing,278000.0,2003.0,7582849.3,16547123.0,86.8,138.9,87.4,139.5,2140.4,7.7,41.89367088,-87.64108373
12124,2018,252107,dba/Harris Theater for Music and Dance,205 E Randolph Street,3.0,False,LOOP,Performing Arts,140160.0,2003.0,5346764.4,,49.9,117.5,49.8,117.5,976.5,7.0,41.88401355,-87.62179601
12125,2018,241377,Wells Street Tower Condominium Association,701 South Wells Street,1.0,False,LOOP,Multifamily Housing,267196.0,2002.0,9898225.6,17552138.7,102.7,172.7,99.0,166.2,2579.0,9.7,41.87320687,-87.63328749
12127,2018,254262,Sunnycourt Condominiums,906-934 W Sunnyside,1.5,False,Uptown,Multifamily Housing,75600.0,1926.0,737766.5,7388644.9,107.5,129.9,108.8,130.9,515.2,6.8,41.9726457,-87.66491
12138,2018,130379,444 North Wabash,444 North Wabash,4.0,False,NEAR NORTH SIDE,Office,57780.0,1895.0,3189274.2,4202495.7,127.9,230.9,125.9,228.7,753.8,13.0,41.89014125,-87.62668588
12143,2018,260104,Courtyard on the Boulevard Condominium Association,5101-5113 S. Ingleside Ave.,4.0,False,HYDE PARK,Multifamily Housing,64440.0,1915.0,583349.6,3617163.0,65.2,84.3,62.6,81.1,289.2,4.5,41.80224043,-87.60332678
12145,2018,104549,Heiwa Terrace,920 W Lawrence Ave # 1,1.0,False,UPTOWN,Multifamily Housing,148138.0,1980.0,7976365.5,6807900.1,99.8,199.0,99.8,199.0,1688.6,11.4,41.97223008,-87.6645957
12147,2018,244550,2650 Lakeview Condominium Association,2650 N. Lakeview,2.0,False,LINCOLN PARK,Multifamily Housing,473000.0,1972.0,12588826.5,33209738.2,96.8,148.2,96.9,146.6,3858.3,8.2,41.93070556,-87.64043772
12152,2018,101969,Chicago Temple Building,77 W. Washington,2.0,False,LOOP,Office,238531.0,1924.0,9876259.2,12527040.1,93.9,171.1,92.9,169.6,2308.4,9.7,41.88285519,-87.6306155
12162,2018,116408,226-Senior Suites-Gage Park,3244 W. 59th Street,1.0,False,GAGE PARK,Senior Care Community,60000.0,2005.0,1823557.0,4633399.7,107.6,166.2,107.8,166.4,549.5,9.2,41.77517105,-87.71389848
12163,2018,173888,Bellarmine Hall-ID#173888,6610-28 N Sheridan Rd,4.0,False,ROGERS PARK,Residence Hall/Dormitory,85129.0,2011.0,2044601.1,900100.1,34.6,78.4,34.8,78.2,388.0,4.6,42.01036185,-87.66829765
12165,2018,251391,Sheridan Ele-CPS,533 W 27TH ST,3.0,False,BRIDGEPORT,K-12 School,68750.0,1889.0,868613.0,4283954.2,74.9,100.8,71.9,97.7,372.0,5.4,41.84420966,-87.64111579
12166,2018,165717,Solheim Center 930 N. Wells,930 N. Wells,4.0,False,NEAR NORTH SIDE,College/University,77807.0,1990.0,2905444.2,,37.3,104.6,37.3,104.6,483.4,6.2,41.90017901,-87.63514409
12178,2018,172617,Manchester Building Lofts Condominium Association,2035 W. Charleston St.,4.0,False,LOGAN SQUARE,Multifamily Housing,52100.0,1898.0,658642.2,2534835.7,61.3,86.5,58.8,82.8,244.2,4.7,41.92075046,-87.70152825
12192,2018,101900,"WASHINGTON FRANKLIN, LLC",309 W. WASHINGTON ST,3.0,False,LOOP,Office,105313.0,1922.0,4485592.6,5012830.8,90.2,169.2,87.4,164.4,1012.5,9.6,41.88299541,-87.63565914
12193,2018,244387,Regatta Condominium Association,420 E. Waterside Dr,2.5,False,LOOP,Multifamily Housing,452227.0,2006.0,13452471.9,25516667.8,86.2,142.5,87.0,143.3,3593.3,7.9,41.88718713,-87.61626502
12195,2018,234823,525 Hawthorne Place Condominium Association,525 W Hawthorne Place,4.0,False,LAKE VIEW,Multifamily Housing,275772.0,1969.0,5444456.7,14370427.8,71.9,110.0,72.9,111.1,1669.0,6.1,41.94421223,-87.64214687
12200,2018,175751,"750 Orleans, Inc.",750 N. Orleans St,1.5,False,NEAR NORTH SIDE,Office,74458.0,1903.0,6406787.5,,86.0,240.9,84.6,236.8,1065.9,14.3,41.89611172,-87.63720777
12201,2018,101760,Leo Burnett Building,35 W. Wacker Dr.,4.0,False,LOOP,Office,1392096.0,1989.0,92203670.2,1303262.6,67.2,186.4,67.2,186.4,15408.6,11.1,41.88642141,-87.62903061
12203,2018,164512,The Salvation Army (Des Plaines ARC),506 N. Desplaines St,1.5,False,WEST TOWN,Office,64464.0,1965.0,2558877.2,5029599.8,117.7,193.1,115.7,190.6,692.9,10.7,41.89198218,-87.63699623
12204,2018,173630,Felix Hotel,111 west Huron,0.0,False,NEAR NORTH SIDE,Hotel,140000.0,1945.0,10679983.1,4748612.7,110.2,249.2,110.2,249.2,2029.0,14.5,41.89198218,-87.63699623
12230,2018,252328,5630 N Sheridan,5630 N. Sheridan Ave,4.0,False,EDGEWATER,Multifamily Housing,239996.0,1957.0,3319476.8,18159890.2,89.5,118.2,90.9,119.7,1516.8,6.3,41.98474511,-87.65522225
12234,2018,251954,Gilman-Smith and Bobs Roberts,5835 S. Drexel Ave.,4.0,False,HYDE PARK,Laboratory,223605.0,1953.0,7960158.5,,122.1,203.7,122.3,204.0,2608.6,11.7,41.781317,-87.604346
12241,2018,103789,De La Salle Institute,3434 South Michigan Ave,3.0,False,DOUGLAS,K-12 School,165000.0,1954.0,3112286.5,9594000.2,77.0,113.9,74.6,111.3,1027.4,6.2,41.832219,-87.623316
12247,2018,251253,(IL611) - 700 W. Van Buren Condo,700 W. Van Buren,4.0,False,NEAR WEST SIDE,Multifamily Housing,169705.0,2001.0,3382953.6,5485699.7,52.3,89.8,50.8,86.3,854.2,5.0,41.87695713,-87.64429056
12256,2018,251322,990 West Fullerton Building,990 West Fullerton Ave,4.0,False,LINCOLN PARK,College/University,91963.0,1980.0,3496559.6,3089102.9,71.6,141.7,70.2,140.2,745.8,8.1,41.925418,-87.653232
12261,2018,113752,1540 North State Parkway Condominium Association,1540 N. State Pkwy.,3.5,False,NEAR NORTH SIDE,Multifamily Housing,99000.0,2006.0,1516896.7,6234386.3,78.3,109.0,78.6,107.9,583.5,5.9,41.9037528,-87.63558845
12271,2018,159044,Lidia Puchinska Apartments,838 N. Noble Street,4.0,False,WEST TOWN,Multifamily Housing,268851.0,1965.0,4384365.4,19275571.1,88.0,120.9,88.9,121.9,1753.2,6.5,41.89750905,-87.66328018
12272,2018,106221,534 West Stratford,532 - 536 West Stratford Place,4.0,False,LAKE VIEW,Multifamily Housing,158002.0,1926.0,1266882.4,9743511.6,69.7,87.2,70.4,88.0,728.3,4.6,41.9398511,-87.65844752
12275,2018,234885,3033 Sheridan Tower Condominium Association,3033 N. Sheridan Road,4.0,False,LAKE VIEW,Multifamily Housing,278604.0,1968.0,2865274.8,8430334.2,40.5,60.6,41.1,61.2,924.5,3.3,41.93740992,-87.63907693
12278,2018,160419,Caroline Hedger Apartment,6400 N. Sherdian Rd,4.0,False,ROGERS PARK,Multifamily Housing,255892.0,1970.0,5959160.4,11003305.1,66.3,110.4,66.3,110.4,1575.8,6.2,41.99842087,-87.66122515
12291,2018,106118,3410 Lakeshore Drive Condominium Association,3410 N. Lake Shore Dr,3.5,False,LAKE VIEW,Multifamily Housing,192241.0,1952.0,2882198.3,13347570.3,84.4,114.9,85.7,116.2,1188.4,6.2,41.9398511,-87.65844752
12293,2018,147685,The 30 West Erie CA,30 W. Erie Street,1.0,False,NEAR NORTH SIDE,Multifamily Housing,58442.0,2006.0,2666843.1,2875160.1,94.8,179.4,92.3,174.8,596.4,10.2,41.89198218,-87.63699623
12295,2018,250146,223 Jackson Brooks Building LLC,223 Jackson Blvd.,1.0,False,LOOP,Office,167574.0,1909.0,13894906.0,1220719.3,108.9,256.8,108.0,255.6,2541.7,15.2,41.8778835,-87.63478924
12296,2018,103634,Lewis & O'Malley,25 E. Jackson Blvd.,4.0,False,LOOP,College/University,380371.0,1928.0,13446412.2,17628368.7,81.7,147.6,82.0,147.9,3173.3,8.3,41.878202,-87.626867
12301,2018,254386,Halas Recreation Center- ID# 254386,6458 N Winthrop Ave,4.0,False,Rogers Park,College/University,122180.0,1982.0,5630919.1,966330.3,54.0,137.3,53.7,136.4,988.1,8.1,42.00660309,-87.66729325
12308,2018,106025,Holiday Inn express Cass hotel,640 N. Wabash,3.0,False,NEAR NORTH SIDE,Hotel,85000.0,1920.0,3764626.8,5144000.1,104.8,187.6,104.8,187.6,899.5,10.6,41.89579275,-87.62247957
12309,2018,160299,OneEleven,111 West Wacker Drive,2.0,False,LOOP,Multifamily Housing,457225.0,2014.0,22083562.7,18407155.1,88.6,177.5,88.1,176.1,4651.6,10.2,41.8877093,-87.62360146
12313,2018,173884,Acero Schools - Rogers Park,7416 N Ridge Rd.,3.0,False,WEST RIDGE,K-12 School,204041.0,1865.0,2505418.6,13701312.9,79.4,104.9,81.9,107.5,1144.6,5.6,42.01645164,-87.68500286
12314,2018,172711,242-Senior Suites Chicago Wright Campus,4255 N Oak Pak Ave,2.0,False,DUNNING,Senior Care Community,54800.0,2013.0,995498.8,2053100.1,55.6,90.2,57.0,91.4,274.7,5.0,41.94530408,-87.80186746
12315,2018,135103,6 West Hubbard,6 West Hubbard,1.0,False,NEAR NORTH SIDE,Office,66030.0,1988.0,6548467.4,2782192.4,141.3,321.9,140.0,318.4,1237.2,18.7,41.89009837,-87.62836025
12321,2018,128088,Fairmont Care Center,5061 N. Pulaski Rd,4.0,False,ALBANY PARK,Senior Care Community,100000.0,1945.0,4680032.3,,46.8,131.0,45.9,128.6,778.6,7.8,41.97200414,-87.75756578
12323,2018,114125,Michigan Avenue Garden Terraces Condominium Association,1430-1440 S. Michigan Ave.,3.0,False,NEAR SOUTH SIDE,Multifamily Housing,107344.0,1999.0,2691204.8,5949466.1,80.5,128.4,77.4,124.0,763.7,7.1,41.86863212,-87.62730687
12324,2018,102460,Museum of Science and Industry,5700 South Lake Shore Drive,3.0,False,HYDE PARK,Museum,1211750.0,1893.0,39197348.2,29543707.9,56.7,116.1,55.3,114.0,8081.6,6.7,41.79055467,-87.58295123
12325,2018,173811,Park Harbor Condominium Association,3620 N. Pine Grove Avenue,4.0,False,LAKE VIEW,Multifamily Housing,91167.0,1970.0,1464409.9,2791539.2,46.7,77.1,46.8,77.2,391.9,4.3,41.95402016,-87.6620278
